Student_ID,skill,Test_ID,Type,Days_prepared,TimeTaken,score
37,number-line,18,radioquestion,22,115,2.0
37,number-line,57,interfacetextfieldquestion1,78,113,97.0
37,number-line,53,other,36,67,62.0
37,number-line,85,interfaceradioquestion1,40,112,76.0
37,number-line,23,interfacepopupmenuquestion1,65,31,37.0
37,number-line,19,popupmenuquestion,47,98,78.0
37,number-line,4,textfieldquestion,27,73,51.0
37,number-line,11,textfieldquestion,9,83,54.0
37,number-line,52,popupmenuquestion,5,72,40.0
37,number-line,82,textfieldquestion,79,79,85.0
37,number-line,49,textfieldquestion,65,84,75.0
37,number-line,56,radioquestion,35,97,60.0
37,number-line,92,interfacepopupmenuquestion1,17,34,23.0
37,number-line,83,interfaceradioquestion,8,50,33.0
37,number-line,66,algebra,18,107,92.0
37,number-line,2,algebra,76,92,72.0
37,number-line,16,interfacepopupmenuquestion1,42,109,80.0
37,number-line,62,interfacepopupmenuquestion1,57,110,98.0
37,number-line,6,interfacepopupmenuquestion1,68,47,51.0
37,number-line,26,interfaceradioquestion,35,74,73.0
37,number-line,34,noprobtype,64,85,84.0
37,number-line,20,other,60,118,19.0
37,number-line,15,interfacetextfieldquestion,16,48,25.0
37,number-line,7,interfaceradioquestion1,48,100,65.0
37,number-line,36,checkboxquestion,60,113,97.0
37,number-line,93,interfaceradioquestion1,8,38,11.0
37,number-line,80,algebra,46,50,53.0
37,number-line,37,other,43,35,31.0
37,number-line,42,algebra,34,80,74.0
37,number-line,97,interfaceradioquestion,27,46,36.0
37,number-line,27,other,50,71,55.0
37,number-line,24,popupmenuquestion,43,97,83.0
37,number-line,39,checkboxquestion,14,75,66.0
37,number-line,9,interfaceradioquestion1,25,59,54.0
37,number-line,32,checkboxquestion,59,38,31.0
37,number-line,5,algebrafieldquestion,77,94,96.0
37,number-line,89,interfacepopupmenuquestion1,14,60,62.0
37,number-line,54,interfacetextfieldquestion,78,87,84.0
37,number-line,63,algebra,65,59,52.0
37,number-line,72,algebrafieldquestion,73,114,3.0
37,number-line,70,textfieldquestion,10,104,87.0
37,number-line,74,noprobtype,40,88,71.0
37,number-line,41,radioquestion,41,72,61.0
37,number-line,47,checkboxquestion,30,62,46.0
37,number-line,29,algebra,57,46,47.0
37,number-line,91,interfaceradioquestion,17,60,48.0
37,number-line,69,other,32,43,38.0
37,number-line,73,textfieldquestion,71,59,60.0
37,number-line,60,interfacetextfieldquestion,67,104,100.0
37,number-line,21,other,64,99,3.0
37,number-line,31,interfaceradioquestion1,80,52,65.0
38,percent-of,83,interfaceradioquestion,25,87,54.0
38,percent-of,46,algebra,56,107,86.0
38,percent-of,86,algebrafieldquestion,13,64,49.0
38,percent-of,3,popupmenuquestion,41,49,46.0
38,percent-of,45,other,58,36,58.0
38,percent-of,89,interfacepopupmenuquestion1,24,108,94.0
38,percent-of,37,other,12,43,23.0
38,percent-of,65,popupmenuquestion,16,108,72.0
38,percent-of,17,checkboxquestion,72,60,71.0
38,percent-of,34,noprobtype,15,44,33.0
38,percent-of,69,other,26,114,95.0
38,percent-of,30,popupmenuquestion,51,116,1.0
38,percent-of,12,interfaceradioquestion,20,31,10.0
38,percent-of,8,interfaceradioquestion,45,49,56.0
38,percent-of,80,algebra,50,86,86.0
38,percent-of,67,textfieldquestion,62,82,76.0
38,percent-of,32,checkboxquestion,61,106,93.0
38,percent-of,56,radioquestion,11,56,37.0
38,percent-of,95,checkboxquestion,45,108,95.0
38,percent-of,96,algebra,80,40,49.0
38,percent-of,52,popupmenuquestion,14,97,75.0
38,percent-of,94,popupmenuquestion,31,39,36.0
38,percent-of,39,checkboxquestion,59,98,80.0
38,percent-of,66,algebra,51,87,78.0
38,percent-of,38,radioquestion,13,41,24.0
38,percent-of,93,interfaceradioquestion1,64,113,89.0
38,percent-of,6,interfacepopupmenuquestion1,72,81,85.0
38,percent-of,29,algebra,7,59,56.0
38,percent-of,62,interfacepopupmenuquestion1,17,110,93.0
38,percent-of,5,algebrafieldquestion,25,119,1.0
38,percent-of,49,textfieldquestion,73,74,2.0
38,percent-of,92,interfacepopupmenuquestion1,74,80,90.0
38,percent-of,55,checkboxquestion,34,52,45.0
38,percent-of,88,interfacepopupmenuquestion1,64,49,59.0
38,percent-of,61,interfacepopupmenuquestion1,76,92,93.0
38,percent-of,33,algebrafieldquestion1,21,70,41.0
38,percent-of,9,interfaceradioquestion1,72,109,2.0
38,percent-of,13,algebrafieldquestion1,71,71,96.0
38,percent-of,41,radioquestion,49,47,50.0
38,percent-of,1,algebra,38,100,71.0
38,percent-of,70,textfieldquestion,17,51,56.0
38,percent-of,64,other,44,103,75.0
38,percent-of,21,other,28,33,29.0
38,percent-of,48,algebra,24,38,19.0
38,percent-of,31,interfaceradioquestion1,53,55,53.0
38,percent-of,14,other,8,50,39.0
38,percent-of,59,textfieldquestion,22,104,77.0
38,percent-of,73,textfieldquestion,22,101,69.0
38,percent-of,43,checkboxquestion,73,53,47.0
38,percent-of,42,algebra,8,49,55.0
38,percent-of,85,interfaceradioquestion1,36,69,60.0
38,percent-of,60,interfacetextfieldquestion,43,51,49.0
38,percent-of,54,interfacetextfieldquestion,12,48,45.0
38,percent-of,78,interfaceradioquestion,44,47,33.0
38,percent-of,97,interfaceradioquestion,21,36,45.0
38,percent-of,2,algebra,9,44,28.0
38,percent-of,76,interfacepopupmenuquestion1,32,79,54.0
38,percent-of,4,textfieldquestion,25,73,44.0
38,percent-of,99,radioquestion,22,47,26.0
38,percent-of,7,interfaceradioquestion1,8,35,17.0
38,percent-of,11,textfieldquestion,27,87,64.0
38,percent-of,15,interfacetextfieldquestion,32,82,71.0
38,percent-of,10,interfaceradioquestion1,7,93,71.0
38,percent-of,98,interfacetextfieldquestion1,14,97,91.0
38,percent-of,87,interfacepopupmenuquestion1,44,54,49.0
38,percent-of,26,interfaceradioquestion,63,85,69.0
38,percent-of,28,noprobtype,51,76,65.0
38,percent-of,20,other,33,104,91.0
38,percent-of,25,algebrafieldquestion,57,55,75.0
38,percent-of,35,checkboxquestion,48,114,88.0
39,rate,4,textfieldquestion,49,36,41.0
39,rate,3,popupmenuquestion,56,86,93.0
39,rate,85,interfaceradioquestion1,77,114,96.0
39,rate,21,other,73,90,86.0
39,rate,33,algebrafieldquestion1,52,45,62.0
39,rate,68,checkboxquestion,19,108,82.0
39,rate,70,textfieldquestion,45,112,81.0
39,rate,7,interfaceradioquestion1,15,80,42.0
39,rate,61,interfacepopupmenuquestion1,47,95,77.0
39,rate,11,textfieldquestion,28,89,84.0
39,rate,55,checkboxquestion,70,70,70.0
39,rate,76,interfacepopupmenuquestion1,69,85,75.0
39,rate,22,interfaceradioquestion1,39,76,66.0
39,rate,10,interfaceradioquestion1,34,97,85.0
39,rate,59,textfieldquestion,29,44,33.0
39,rate,94,popupmenuquestion,50,61,50.0
39,rate,99,radioquestion,41,35,38.0
39,rate,9,interfaceradioquestion1,59,60,50.0
39,rate,89,interfacepopupmenuquestion1,19,72,57.0
39,rate,31,interfaceradioquestion1,47,67,61.0
39,rate,16,interfacepopupmenuquestion1,69,30,49.0
39,rate,47,checkboxquestion,74,82,77.0
39,rate,19,popupmenuquestion,35,102,79.0
39,rate,14,other,22,49,13.0
39,rate,48,algebra,76,92,97.0
39,rate,37,other,78,117,99.0
39,rate,44,algebrafieldquestion1,15,85,70.0
39,rate,80,algebra,42,79,79.0
39,rate,73,textfieldquestion,75,92,72.0
39,rate,77,popupmenuquestion,11,100,62.0
39,rate,41,radioquestion,24,33,48.0
39,rate,27,other,31,65,49.0
39,rate,78,interfaceradioquestion,80,115,99.0
39,rate,5,algebrafieldquestion,39,71,56.0
39,rate,51,algebra,19,45,46.0
39,rate,98,interfacetextfieldquestion1,33,89,59.0
39,rate,92,interfacepopupmenuquestion1,69,92,83.0
39,rate,91,interfaceradioquestion,57,106,81.0
39,rate,30,popupmenuquestion,46,76,72.0
39,rate,35,checkboxquestion,30,100,92.0
39,rate,40,algebrafieldquestion1,61,82,71.0
39,rate,8,interfaceradioquestion,14,107,78.0
39,rate,52,popupmenuquestion,22,115,96.0
39,rate,82,textfieldquestion,7,100,70.0
39,rate,12,interfaceradioquestion,10,79,65.0
39,rate,23,interfacepopupmenuquestion1,17,115,72.0
39,rate,65,popupmenuquestion,36,65,58.0
39,rate,67,textfieldquestion,34,67,41.0
39,rate,13,algebrafieldquestion1,48,114,95.0
39,rate,81,checkboxquestion,23,86,48.0
39,rate,28,noprobtype,68,82,65.0
39,rate,69,other,24,91,72.0
39,rate,53,other,27,103,97.0
39,rate,45,other,40,92,82.0
39,rate,25,algebrafieldquestion,62,75,72.0
39,rate,72,algebrafieldquestion,44,113,95.0
39,rate,93,interfaceradioquestion1,27,46,32.0
39,rate,34,noprobtype,23,35,31.0
39,rate,26,interfaceradioquestion,43,62,63.0
39,rate,6,interfacepopupmenuquestion1,63,33,58.0
39,rate,60,interfacetextfieldquestion,72,68,69.0
39,rate,75,textfieldquestion,41,58,44.0
39,rate,95,checkboxquestion,33,95,86.0
39,rate,58,popupmenuquestion,52,30,19.0
39,rate,96,algebra,24,68,52.0
39,rate,32,checkboxquestion,53,109,97.0
39,rate,17,checkboxquestion,73,78,77.0
39,rate,86,algebrafieldquestion,75,75,81.0
39,rate,42,algebra,71,92,82.0
39,rate,43,checkboxquestion,13,76,67.0
40,symbolization-articulation,69,other,76,80,83.0
40,symbolization-articulation,20,other,37,74,54.0
40,symbolization-articulation,35,checkboxquestion,69,75,69.0
40,symbolization-articulation,19,popupmenuquestion,12,87,65.0
40,symbolization-articulation,97,interfaceradioquestion,20,81,62.0
40,symbolization-articulation,93,interfaceradioquestion1,6,63,47.0
40,symbolization-articulation,5,algebrafieldquestion,42,106,94.0
40,symbolization-articulation,81,checkboxquestion,37,45,68.0
40,symbolization-articulation,36,checkboxquestion,54,88,57.0
40,symbolization-articulation,1,algebra,36,31,43.0
40,symbolization-articulation,100,popupmenuquestion,19,85,80.0
40,symbolization-articulation,41,radioquestion,17,60,60.0
40,symbolization-articulation,3,popupmenuquestion,16,82,53.0
40,symbolization-articulation,43,checkboxquestion,68,91,74.0
40,symbolization-articulation,4,textfieldquestion,64,71,69.0
40,symbolization-articulation,48,algebra,52,31,15.0
40,symbolization-articulation,79,interfacetextfieldquestion,65,82,61.0
40,symbolization-articulation,59,textfieldquestion,68,44,50.0
40,symbolization-articulation,7,interfaceradioquestion1,21,68,63.0
40,symbolization-articulation,95,checkboxquestion,19,51,46.0
40,symbolization-articulation,13,algebrafieldquestion1,65,37,45.0
40,symbolization-articulation,85,interfaceradioquestion1,32,62,48.0
40,symbolization-articulation,27,other,78,111,99.0
40,symbolization-articulation,47,checkboxquestion,32,111,96.0
40,symbolization-articulation,54,interfacetextfieldquestion,21,31,45.0
40,symbolization-articulation,17,checkboxquestion,44,76,38.0
40,symbolization-articulation,61,interfacepopupmenuquestion1,71,95,95.0
40,symbolization-articulation,77,popupmenuquestion,73,110,96.0
40,symbolization-articulation,83,interfaceradioquestion,32,92,75.0
40,symbolization-articulation,2,algebra,46,54,59.0
40,symbolization-articulation,31,interfaceradioquestion1,32,52,37.0
40,symbolization-articulation,98,interfacetextfieldquestion1,54,71,56.0
40,symbolization-articulation,37,other,42,112,96.0
40,symbolization-articulation,28,noprobtype,31,56,59.0
40,symbolization-articulation,58,popupmenuquestion,50,47,39.0
40,symbolization-articulation,9,interfaceradioquestion1,10,41,28.0
40,symbolization-articulation,62,interfacepopupmenuquestion1,29,71,54.0
40,symbolization-articulation,90,radioquestion,44,58,52.0
40,symbolization-articulation,25,algebrafieldquestion,30,98,79.0
40,symbolization-articulation,45,other,59,119,10.0
40,symbolization-articulation,57,interfacetextfieldquestion1,43,73,71.0
40,symbolization-articulation,56,radioquestion,10,41,40.0
40,symbolization-articulation,68,checkboxquestion,31,92,90.0
40,symbolization-articulation,8,interfaceradioquestion,18,116,90.0
40,symbolization-articulation,89,interfacepopupmenuquestion1,56,92,98.0
40,symbolization-articulation,46,algebra,74,39,59.0
40,symbolization-articulation,50,textfieldquestion,47,35,37.0
40,symbolization-articulation,94,popupmenuquestion,41,67,42.0
40,symbolization-articulation,14,other,18,69,56.0
40,symbolization-articulation,96,algebra,25,40,38.0
40,symbolization-articulation,72,algebrafieldquestion,25,39,41.0
40,symbolization-articulation,70,textfieldquestion,19,109,80.0
40,symbolization-articulation,23,interfacepopupmenuquestion1,55,42,47.0
40,symbolization-articulation,30,popupmenuquestion,6,90,56.0
40,symbolization-articulation,32,checkboxquestion,59,76,86.0
40,symbolization-articulation,55,checkboxquestion,58,50,48.0
40,symbolization-articulation,92,interfacepopupmenuquestion1,18,67,55.0
40,symbolization-articulation,88,interfacepopupmenuquestion1,45,35,44.0
40,symbolization-articulation,11,textfieldquestion,31,71,60.0
40,symbolization-articulation,67,textfieldquestion,63,62,71.0
40,symbolization-articulation,22,interfaceradioquestion1,47,91,61.0
40,symbolization-articulation,65,popupmenuquestion,77,104,88.0
40,symbolization-articulation,34,noprobtype,70,78,74.0
40,symbolization-articulation,39,checkboxquestion,12,30,38.0
40,symbolization-articulation,76,interfacepopupmenuquestion1,61,55,58.0
40,symbolization-articulation,71,checkboxquestion,28,115,85.0
40,symbolization-articulation,29,algebra,79,89,90.0
40,symbolization-articulation,74,noprobtype,53,78,64.0
40,symbolization-articulation,6,interfacepopupmenuquestion1,67,110,6.0
40,symbolization-articulation,84,radioquestion,71,93,91.0
41,percents,86,algebrafieldquestion,62,101,0.0
41,percents,17,checkboxquestion,74,54,45.0
41,percents,88,interfacepopupmenuquestion1,39,88,65.0
41,percents,14,other,22,53,45.0
41,percents,56,radioquestion,49,36,49.0
41,percents,32,checkboxquestion,17,54,41.0
41,percents,37,other,21,113,91.0
41,percents,58,popupmenuquestion,34,49,34.0
41,percents,92,interfacepopupmenuquestion1,29,93,72.0
41,percents,97,interfaceradioquestion,32,38,28.0
41,percents,41,radioquestion,45,112,4.0
41,percents,1,algebra,58,116,91.0
41,percents,66,algebra,38,117,92.0
41,percents,16,interfacepopupmenuquestion1,54,89,82.0
41,percents,68,checkboxquestion,68,32,20.0
41,percents,81,checkboxquestion,59,44,51.0
41,percents,62,interfacepopupmenuquestion1,49,65,56.0
41,percents,24,popupmenuquestion,18,115,79.0
41,percents,46,algebra,34,112,78.0
41,percents,27,other,48,111,82.0
41,percents,63,algebra,7,58,41.0
41,percents,65,popupmenuquestion,33,112,87.0
41,percents,49,textfieldquestion,31,51,43.0
41,percents,61,interfacepopupmenuquestion1,42,39,56.0
41,percents,57,interfacetextfieldquestion1,15,107,86.0
41,percents,52,popupmenuquestion,30,100,65.0
41,percents,45,other,51,62,40.0
41,percents,47,checkboxquestion,50,116,78.0
41,percents,25,algebrafieldquestion,41,92,80.0
41,percents,31,interfaceradioquestion1,61,68,57.0
41,percents,72,algebrafieldquestion,14,104,75.0
41,percents,91,interfaceradioquestion,49,58,46.0
41,percents,26,interfaceradioquestion,60,78,76.0
41,percents,39,checkboxquestion,68,48,44.0
41,percents,19,popupmenuquestion,71,117,4.0
41,percents,73,textfieldquestion,16,33,12.0
41,percents,54,interfacetextfieldquestion,38,59,46.0
41,percents,5,algebrafieldquestion,8,47,46.0
41,percents,67,textfieldquestion,57,118,99.0
41,percents,8,interfaceradioquestion,24,63,47.0
41,percents,44,algebrafieldquestion1,59,78,66.0
41,percents,89,interfacepopupmenuquestion1,43,89,71.0
41,percents,70,textfieldquestion,11,59,44.0
41,percents,50,textfieldquestion,31,107,82.0
41,percents,100,popupmenuquestion,76,86,81.0
41,percents,80,algebra,29,52,32.0
41,percents,11,textfieldquestion,52,54,40.0
41,percents,18,radioquestion,59,65,47.0
41,percents,2,algebra,68,88,81.0
41,percents,94,popupmenuquestion,5,72,44.0
41,percents,55,checkboxquestion,64,98,1.0
41,percents,22,interfaceradioquestion1,71,39,33.0
41,percents,76,interfacepopupmenuquestion1,39,41,27.0
41,percents,6,interfacepopupmenuquestion1,44,45,42.0
41,percents,84,radioquestion,27,113,88.0
41,percents,21,other,26,95,72.0
41,percents,99,radioquestion,5,90,72.0
41,percents,77,popupmenuquestion,67,57,56.0
41,percents,38,radioquestion,74,104,6.0
41,percents,34,noprobtype,12,51,32.0
41,percents,33,algebrafieldquestion1,17,119,84.0
41,percents,43,checkboxquestion,39,76,84.0
41,percents,79,interfacetextfieldquestion,43,42,32.0
41,percents,64,other,73,111,4.0
41,percents,87,interfacepopupmenuquestion1,13,71,51.0
41,percents,40,algebrafieldquestion1,47,89,84.0
41,percents,93,interfaceradioquestion1,10,33,17.0
41,percents,59,textfieldquestion,10,77,65.0
41,percents,42,algebra,79,105,7.0
41,percents,85,interfaceradioquestion1,32,64,63.0
42,algebra symbolization,84,radioquestion,69,31,52.0
42,algebra symbolization,86,algebrafieldquestion,76,49,50.0
42,algebra symbolization,85,interfaceradioquestion1,44,66,71.0
42,algebra symbolization,31,interfaceradioquestion1,57,61,64.0
42,algebra symbolization,97,interfaceradioquestion,67,63,62.0
42,algebra symbolization,91,interfaceradioquestion,21,61,37.0
42,algebra symbolization,96,algebra,41,78,54.0
42,algebra symbolization,87,interfacepopupmenuquestion1,24,38,30.0
42,algebra symbolization,56,radioquestion,44,107,90.0
42,algebra symbolization,83,interfaceradioquestion,38,78,79.0
42,algebra symbolization,74,noprobtype,44,62,53.0
42,algebra symbolization,7,interfaceradioquestion1,16,32,27.0
42,algebra symbolization,76,interfacepopupmenuquestion1,19,84,66.0
42,algebra symbolization,35,checkboxquestion,67,115,8.0
42,algebra symbolization,47,checkboxquestion,7,96,76.0
42,algebra symbolization,6,interfacepopupmenuquestion1,71,115,3.0
42,algebra symbolization,12,interfaceradioquestion,37,57,49.0
42,algebra symbolization,3,popupmenuquestion,41,96,89.0
42,algebra symbolization,41,radioquestion,76,85,71.0
42,algebra symbolization,67,textfieldquestion,67,69,73.0
42,algebra symbolization,82,textfieldquestion,20,42,34.0
42,algebra symbolization,46,algebra,75,61,90.0
42,algebra symbolization,50,textfieldquestion,64,37,51.0
42,algebra symbolization,38,radioquestion,25,72,52.0
42,algebra symbolization,22,interfaceradioquestion1,13,77,72.0
42,algebra symbolization,18,radioquestion,30,101,72.0
42,algebra symbolization,98,interfacetextfieldquestion1,28,84,57.0
42,algebra symbolization,14,other,64,36,39.0
42,algebra symbolization,90,radioquestion,61,88,82.0
42,algebra symbolization,17,checkboxquestion,44,100,82.0
42,algebra symbolization,60,interfacetextfieldquestion,9,106,84.0
42,algebra symbolization,25,algebrafieldquestion,64,91,69.0
42,algebra symbolization,29,algebra,66,84,77.0
42,algebra symbolization,71,checkboxquestion,34,104,91.0
42,algebra symbolization,61,interfacepopupmenuquestion1,73,107,100.0
42,algebra symbolization,44,algebrafieldquestion1,58,110,5.0
42,algebra symbolization,89,interfacepopupmenuquestion1,24,55,51.0
42,algebra symbolization,1,algebra,24,88,72.0
42,algebra symbolization,45,other,17,36,2.0
42,algebra symbolization,28,noprobtype,30,79,61.0
42,algebra symbolization,48,algebra,47,80,72.0
42,algebra symbolization,69,other,27,69,39.0
42,algebra symbolization,15,interfacetextfieldquestion,67,103,98.0
42,algebra symbolization,10,interfaceradioquestion1,43,111,99.0
42,algebra symbolization,65,popupmenuquestion,21,107,4.0
42,algebra symbolization,51,algebra,18,73,51.0
42,algebra symbolization,92,interfacepopupmenuquestion1,57,45,71.0
42,algebra symbolization,39,checkboxquestion,33,40,32.0
42,algebra symbolization,99,radioquestion,50,109,94.0
42,algebra symbolization,19,popupmenuquestion,58,63,62.0
42,algebra symbolization,21,other,20,35,49.0
42,algebra symbolization,27,other,44,119,92.0
42,algebra symbolization,36,checkboxquestion,27,65,45.0
42,algebra symbolization,66,algebra,23,97,77.0
42,algebra symbolization,30,popupmenuquestion,60,84,79.0
42,algebra symbolization,64,other,20,52,30.0
42,algebra symbolization,52,popupmenuquestion,39,49,63.0
42,algebra symbolization,80,algebra,47,101,87.0
42,algebra symbolization,34,noprobtype,73,76,73.0
42,algebra symbolization,73,textfieldquestion,9,71,61.0
42,algebra symbolization,54,interfacetextfieldquestion,46,108,95.0
42,algebra symbolization,62,interfacepopupmenuquestion1,7,69,48.0
42,algebra symbolization,24,popupmenuquestion,70,112,22.0
42,algebra symbolization,16,interfacepopupmenuquestion1,68,89,80.0
42,algebra symbolization,32,checkboxquestion,74,40,48.0
42,algebra symbolization,59,textfieldquestion,7,92,79.0
42,algebra symbolization,26,interfaceradioquestion,46,63,55.0
42,algebra symbolization,79,interfacetextfieldquestion,42,87,71.0
42,algebra symbolization,81,checkboxquestion,27,33,48.0
42,algebra symbolization,20,other,56,34,41.0
43,application: multi-column subtraction,96,algebra,44,112,4.0
43,application: multi-column subtraction,91,interfaceradioquestion,21,88,69.0
43,application: multi-column subtraction,66,algebra,26,71,61.0
43,application: multi-column subtraction,57,interfacetextfieldquestion1,41,53,35.0
43,application: multi-column subtraction,32,checkboxquestion,69,93,92.0
43,application: multi-column subtraction,92,interfacepopupmenuquestion1,30,31,23.0
43,application: multi-column subtraction,70,textfieldquestion,16,50,14.0
43,application: multi-column subtraction,13,algebrafieldquestion1,40,102,95.0
43,application: multi-column subtraction,1,algebra,67,65,71.0
43,application: multi-column subtraction,62,interfacepopupmenuquestion1,52,106,83.0
43,application: multi-column subtraction,40,algebrafieldquestion1,17,79,52.0
43,application: multi-column subtraction,95,checkboxquestion,50,104,83.0
43,application: multi-column subtraction,81,checkboxquestion,33,94,88.0
43,application: multi-column subtraction,46,algebra,6,111,73.0
43,application: multi-column subtraction,53,other,63,106,92.0
43,application: multi-column subtraction,6,interfacepopupmenuquestion1,60,113,96.0
43,application: multi-column subtraction,72,algebrafieldquestion,15,119,71.0
43,application: multi-column subtraction,30,popupmenuquestion,66,71,55.0
43,application: multi-column subtraction,37,other,72,80,63.0
43,application: multi-column subtraction,36,checkboxquestion,19,94,78.0
43,application: multi-column subtraction,90,radioquestion,62,89,83.0
43,application: multi-column subtraction,14,other,43,88,69.0
43,application: multi-column subtraction,54,interfacetextfieldquestion,52,49,59.0
43,application: multi-column subtraction,7,interfaceradioquestion1,15,86,74.0
43,application: multi-column subtraction,15,interfacetextfieldquestion,14,68,53.0
43,application: multi-column subtraction,63,algebra,44,93,76.0
43,application: multi-column subtraction,17,checkboxquestion,42,57,50.0
43,application: multi-column subtraction,28,noprobtype,42,120,17.0
43,application: multi-column subtraction,29,algebra,50,110,99.0
43,application: multi-column subtraction,52,popupmenuquestion,13,46,28.0
43,application: multi-column subtraction,71,checkboxquestion,60,63,57.0
43,application: multi-column subtraction,61,interfacepopupmenuquestion1,32,77,54.0
43,application: multi-column subtraction,50,textfieldquestion,17,46,40.0
43,application: multi-column subtraction,51,algebra,62,83,59.0
43,application: multi-column subtraction,80,algebra,23,63,49.0
43,application: multi-column subtraction,27,other,67,58,61.0
43,application: multi-column subtraction,78,interfaceradioquestion,17,98,66.0
43,application: multi-column subtraction,43,checkboxquestion,60,39,35.0
43,application: multi-column subtraction,47,checkboxquestion,10,86,65.0
43,application: multi-column subtraction,88,interfacepopupmenuquestion1,19,50,46.0
43,application: multi-column subtraction,39,checkboxquestion,26,103,82.0
43,application: multi-column subtraction,16,interfacepopupmenuquestion1,40,91,69.0
43,application: multi-column subtraction,5,algebrafieldquestion,46,56,56.0
43,application: multi-column subtraction,18,radioquestion,8,89,61.0
43,application: multi-column subtraction,45,other,11,88,63.0
43,application: multi-column subtraction,25,algebrafieldquestion,37,104,73.0
43,application: multi-column subtraction,22,interfaceradioquestion1,6,104,83.0
43,application: multi-column subtraction,67,textfieldquestion,68,39,47.0
43,application: multi-column subtraction,31,interfaceradioquestion1,66,75,57.0
43,application: multi-column subtraction,44,algebrafieldquestion1,27,105,93.0
43,application: multi-column subtraction,9,interfaceradioquestion1,50,61,51.0
43,application: multi-column subtraction,55,checkboxquestion,60,67,73.0
43,application: multi-column subtraction,23,interfacepopupmenuquestion1,5,39,50.0
43,application: multi-column subtraction,8,interfaceradioquestion,67,50,57.0
43,application: multi-column subtraction,85,interfaceradioquestion1,68,55,68.0
43,application: multi-column subtraction,19,popupmenuquestion,68,61,60.0
43,application: multi-column subtraction,100,popupmenuquestion,63,86,81.0
43,application: multi-column subtraction,76,interfacepopupmenuquestion1,9,70,44.0
43,application: multi-column subtraction,3,popupmenuquestion,77,114,4.0
43,application: multi-column subtraction,73,textfieldquestion,69,53,62.0
43,application: multi-column subtraction,56,radioquestion,80,111,98.0
43,application: multi-column subtraction,49,textfieldquestion,67,45,42.0
43,application: multi-column subtraction,2,algebra,7,120,82.0
43,application: multi-column subtraction,59,textfieldquestion,28,104,88.0
43,application: multi-column subtraction,60,interfacetextfieldquestion,75,53,53.0
43,application: multi-column subtraction,87,interfacepopupmenuquestion1,14,94,68.0
43,application: multi-column subtraction,84,radioquestion,72,87,95.0
43,application: multi-column subtraction,74,noprobtype,58,62,57.0
43,application: multi-column subtraction,20,other,48,68,73.0
43,application: multi-column subtraction,26,interfaceradioquestion,71,80,76.0
44,meaning-of-pi,89,interfacepopupmenuquestion1,49,55,43.0
44,meaning-of-pi,27,other,55,68,52.0
44,meaning-of-pi,54,interfacetextfieldquestion,14,58,28.0
44,meaning-of-pi,96,algebra,40,106,88.0
44,meaning-of-pi,59,textfieldquestion,21,61,54.0
44,meaning-of-pi,97,interfaceradioquestion,15,49,30.0
44,meaning-of-pi,25,algebrafieldquestion,72,90,91.0
44,meaning-of-pi,12,interfaceradioquestion,17,109,89.0
44,meaning-of-pi,7,interfaceradioquestion1,24,50,54.0
44,meaning-of-pi,24,popupmenuquestion,54,63,65.0
44,meaning-of-pi,21,other,35,72,53.0
44,meaning-of-pi,45,other,17,39,29.0
44,meaning-of-pi,88,interfacepopupmenuquestion1,58,111,99.0
44,meaning-of-pi,9,interfaceradioquestion1,50,118,10.0
44,meaning-of-pi,43,checkboxquestion,74,115,97.0
44,meaning-of-pi,17,checkboxquestion,23,120,95.0
44,meaning-of-pi,62,interfacepopupmenuquestion1,32,60,49.0
44,meaning-of-pi,55,checkboxquestion,28,90,83.0
44,meaning-of-pi,64,other,56,103,86.0
44,meaning-of-pi,65,popupmenuquestion,56,60,64.0
44,meaning-of-pi,82,textfieldquestion,44,98,88.0
44,meaning-of-pi,76,interfacepopupmenuquestion1,7,51,57.0
44,meaning-of-pi,44,algebrafieldquestion1,32,39,44.0
44,meaning-of-pi,34,noprobtype,48,105,68.0
44,meaning-of-pi,75,textfieldquestion,25,43,52.0
44,meaning-of-pi,48,algebra,80,89,83.0
44,meaning-of-pi,19,popupmenuquestion,77,102,81.0
44,meaning-of-pi,23,interfacepopupmenuquestion1,70,89,81.0
44,meaning-of-pi,71,checkboxquestion,30,90,71.0
44,meaning-of-pi,98,interfacetextfieldquestion1,37,65,49.0
44,meaning-of-pi,46,algebra,14,66,55.0
44,meaning-of-pi,83,interfaceradioquestion,32,96,73.0
44,meaning-of-pi,33,algebrafieldquestion1,35,82,82.0
44,meaning-of-pi,3,popupmenuquestion,76,102,86.0
44,meaning-of-pi,50,textfieldquestion,39,106,99.0
44,meaning-of-pi,37,other,15,89,57.0
44,meaning-of-pi,90,radioquestion,49,85,77.0
44,meaning-of-pi,35,checkboxquestion,14,84,56.0
44,meaning-of-pi,91,interfaceradioquestion,54,88,61.0
44,meaning-of-pi,81,checkboxquestion,58,71,59.0
44,meaning-of-pi,38,radioquestion,78,107,100.0
44,meaning-of-pi,80,algebra,31,35,43.0
44,meaning-of-pi,15,interfacetextfieldquestion,16,34,35.0
44,meaning-of-pi,100,popupmenuquestion,29,37,41.0
44,meaning-of-pi,8,interfaceradioquestion,29,115,91.0
44,meaning-of-pi,16,interfacepopupmenuquestion1,49,41,29.0
44,meaning-of-pi,68,checkboxquestion,74,92,77.0
44,meaning-of-pi,73,textfieldquestion,75,81,85.0
