Student_ID,attempt_count,num_of_videos,num_of_books,time_on_topic,avg_score,avg_timetaken
1612,15,14,1.0,87.0,55.0,100.0
1613,18,88,15.0,573.0,89.0,58.0
1614,3,96,12.0,108.0,22.0,88.0
1615,7,82,6.0,176.0,19.0,13.0
1616,11,27,0.0,108.0,41.0,41.0
1617,6,78,3.0,324.0,66.0,114.0
1618,12,67,13.0,441.0,60.0,60.0
1619,13,34,1.0,69.0,37.0,102.0
1620,7,10,7.0,54.0,19.0,19.0
1621,9,88,0.0,704.0,3.0,27.0
1622,13,88,2.0,90.0,16.0,80.0
1623,15,97,10.0,612.0,41.0,13.0
1624,15,84,10.0,94.0,81.0,42.0
1625,19,47,10.0,208.0,59.0,118.0
1626,8,97,17.0,422.0,27.0,54.0
1627,19,20,9.0,196.0,4.0,32.0
1628,10,69,4.0,426.0,91.0,14.0
1629,15,17,10.0,88.0,19.0,95.0
1630,2,8,8.0,64.0,55.0,100.0
1631,16,56,0.0,224.0,71.0,71.0
1632,10,67,6.0,140.0,16.0,80.0
1633,13,17,11.0,28.0,9.0,81.0
1634,14,27,10.0,37.0,38.0,76.0
1635,5,35,6.0,152.0,33.0,12.0
1636,8,56,1.0,171.0,88.0,24.0
1637,6,15,3.0,36.0,81.0,81.0
1638,7,51,0.0,102.0,67.0,56.0
1639,12,19,0.0,38.0,69.0,36.0
1640,2,20,7.0,188.0,51.0,15.0
1641,20,18,15.0,33.0,40.0,10.0
1642,17,8,3.0,19.0,52.0,72.0
1643,14,72,0.0,576.0,67.0,81.0
1644,9,89,6.0,95.0,80.0,80.0
1645,3,12,17.0,29.0,35.0,40.0
1646,1,17,19.0,106.0,35.0,105.0
1647,16,20,8.0,144.0,41.0,88.0
1648,20,40,17.0,171.0,52.0,56.0
1649,5,10,4.0,14.0,66.0,36.0
1650,8,21,0.0,42.0,5.0,30.0
1651,2,30,16.0,184.0,77.0,93.0
1652,9,38,5.0,172.0,33.0,111.0
1653,9,4,9.0,39.0,10.0,60.0
1654,1,67,4.0,284.0,22.0,66.0
1655,7,86,17.0,412.0,82.0,82.0
1656,1,40,4.0,88.0,51.0,117.0
1657,8,30,0.0,120.0,70.0,40.0
1658,7,13,8.0,68.0,38.0,32.0
1659,18,2,20.0,24.0,42.0,18.0
1660,19,92,10.0,194.0,20.0,20.0
1661,7,49,6.0,104.0,13.0,117.0
1662,4,2,12.0,32.0,8.0,32.0
1663,11,60,3.0,126.0,31.0,97.0
1664,19,84,18.0,408.0,4.0,14.0
1665,17,21,0.0,63.0,54.0,30.0
1666,18,76,2.0,154.0,7.0,49.0
1667,12,39,0.0,78.0,2.0,18.0
1668,15,24,12.0,72.0,82.0,44.0
1669,11,43,6.0,98.0,28.0,28.0
1670,7,20,15.0,110.0,85.0,115.0
1671,9,83,14.0,180.0,88.0,56.0
1672,3,37,15.0,104.0,17.0,16.0
1673,2,63,17.0,429.0,0.0,10.0
1674,1,13,15.0,82.0,60.0,60.0
1675,13,60,11.0,524.0,33.0,66.0
1676,7,27,3.0,60.0,31.0,18.0
1677,6,25,19.0,176.0,48.0,48.0
1678,6,0,4.0,16.0,12.0,84.0
1679,15,98,6.0,416.0,8.0,56.0
1680,1,38,20.0,192.0,72.0,24.0
1681,6,59,2.0,122.0,74.0,56.0
1682,8,81,17.0,179.0,65.0,20.0
1683,6,84,3.0,348.0,8.0,48.0
1684,17,73,1.0,147.0,45.0,45.0
1685,5,6,19.0,93.0,64.0,72.0
1686,1,80,2.0,648.0,12.0,60.0
1687,14,66,7.0,278.0,77.0,93.0
1688,7,9,16.0,68.0,65.0,20.0
1689,1,8,14.0,30.0,79.0,76.0
1690,6,29,13.0,142.0,13.0,39.0
1691,16,24,8.0,96.0,63.0,24.0
1692,6,83,1.0,252.0,72.0,72.0
1693,2,44,15.0,118.0,1.0,14.0
1694,1,23,12.0,174.0,83.0,27.0
1695,13,52,3.0,55.0,57.0,45.0
1696,17,87,4.0,273.0,35.0,40.0
1697,1,63,0.0,126.0,35.0,55.0
1698,2,31,16.0,78.0,17.0,68.0
1699,20,54,10.0,236.0,2.0,10.0
1700,17,74,18.0,498.0,33.0,99.0
1701,10,34,19.0,87.0,41.0,88.0
1702,13,91,11.0,386.0,2.0,18.0
1703,11,45,4.0,98.0,72.0,72.0
1704,18,28,13.0,276.0,49.0,32.0
1705,15,52,11.0,345.0,8.0,18.0
1706,8,94,4.0,576.0,18.0,72.0
1707,13,19,6.0,75.0,32.0,48.0
1708,8,24,11.0,236.0,62.0,74.0
1709,7,31,13.0,75.0,32.0,72.0
1710,19,75,18.0,672.0,52.0,52.0
1711,1,75,11.0,344.0,83.0,18.0
1712,11,90,6.0,96.0,19.0,32.0
1713,13,64,6.0,210.0,46.0,64.0
1714,6,54,0.0,216.0,3.0,24.0
1715,12,95,5.0,780.0,17.0,119.0
1716,16,88,2.0,90.0,46.0,46.0
1717,3,83,1.0,252.0,79.0,35.0
1718,15,26,20.0,144.0,64.0,24.0
1719,7,72,10.0,164.0,14.0,14.0
1720,11,4,14.0,72.0,37.0,19.0
1721,2,48,10.0,174.0,53.0,11.0
1722,4,83,8.0,182.0,19.0,57.0
1723,10,89,11.0,189.0,55.0,110.0
1724,8,73,2.0,75.0,16.0,96.0
1725,7,78,20.0,98.0,81.0,87.0
1726,10,49,6.0,312.0,78.0,102.0
1727,1,91,5.0,384.0,80.0,80.0
1728,19,62,7.0,524.0,70.0,20.0
1729,2,88,16.0,312.0,64.0,16.0
1730,5,44,5.0,279.0,42.0,90.0
1731,13,43,6.0,196.0,31.0,62.0
1732,7,28,20.0,48.0,50.0,110.0
1733,20,80,1.0,324.0,48.0,72.0
1734,7,16,14.0,184.0,72.0,24.0
1735,14,31,15.0,77.0,10.0,60.0
1736,17,36,3.0,78.0,83.0,83.0
1737,3,18,10.0,112.0,4.0,28.0
1738,16,42,18.0,180.0,9.0,63.0
1739,3,79,5.0,84.0,51.0,84.0
1740,8,48,12.0,60.0,3.0,16.0
1741,11,62,2.0,504.0,85.0,85.0
1742,18,89,2.0,273.0,50.0,90.0
1743,19,15,12.0,54.0,11.0,55.0
1744,3,98,2.0,396.0,2.0,12.0
1745,10,54,9.0,252.0,90.0,30.0
1746,1,48,15.0,222.0,74.0,38.0
1747,8,45,15.0,315.0,74.0,112.0
1748,6,92,19.0,406.0,71.0,22.0
1749,9,44,10.0,54.0,78.0,66.0
1750,10,95,2.0,192.0,7.0,63.0
1751,2,55,12.0,366.0,81.0,19.0
1752,12,17,19.0,212.0,23.0,46.0
1753,3,49,10.0,59.0,58.0,116.0
1754,9,19,18.0,112.0,51.0,117.0
1755,13,93,12.0,198.0,16.0,18.0
1756,12,97,19.0,232.0,25.0,30.0
1757,9,44,0.0,176.0,20.0,60.0
1758,3,86,12.0,294.0,42.0,48.0
1759,19,94,7.0,202.0,22.0,88.0
1760,10,68,5.0,73.0,88.0,48.0
1761,3,24,4.0,56.0,26.0,10.0
1762,16,32,0.0,128.0,27.0,27.0
1763,3,38,17.0,372.0,22.0,34.0
1764,17,50,16.0,132.0,23.0,87.0
1765,18,39,9.0,144.0,8.0,72.0
1766,2,70,7.0,308.0,67.0,28.0
1767,12,62,7.0,262.0,35.0,75.0
1768,2,37,13.0,87.0,4.0,20.0
1769,18,90,3.0,366.0,76.0,18.0
1770,1,41,5.0,261.0,1.0,15.0
1771,12,5,0.0,10.0,6.0,42.0
1772,6,70,5.0,580.0,57.0,33.0
1773,15,74,8.0,624.0,36.0,108.0
1774,12,85,6.0,182.0,26.0,114.0
1775,13,45,13.0,174.0,91.0,66.0
1776,17,83,2.0,85.0,40.0,40.0
1777,5,22,9.0,31.0,30.0,10.0
1778,18,5,20.0,50.0,47.0,47.0
1779,15,7,11.0,100.0,69.0,72.0
1780,10,89,8.0,291.0,86.0,36.0
1781,20,52,16.0,136.0,7.0,49.0
1782,1,75,9.0,318.0,4.0,32.0
1783,8,80,3.0,83.0,79.0,79.0
1784,1,41,19.0,303.0,3.0,21.0
1785,15,20,19.0,156.0,85.0,100.0
1786,17,65,1.0,198.0,23.0,115.0
1787,6,51,3.0,216.0,6.0,30.0
1788,17,71,5.0,152.0,45.0,10.0
1789,5,30,3.0,63.0,39.0,78.0
1790,7,59,8.0,126.0,58.0,58.0
1791,8,14,1.0,58.0,77.0,34.0
1792,10,70,5.0,75.0,27.0,15.0
1793,3,29,1.0,236.0,55.0,90.0
1794,3,34,11.0,316.0,32.0,104.0
1795,5,35,9.0,176.0,60.0,60.0
1796,14,20,7.0,108.0,91.0,14.0
1797,3,96,13.0,820.0,69.0,18.0
1798,4,52,11.0,460.0,8.0,56.0
1799,1,25,4.0,54.0,13.0,78.0
1800,3,5,11.0,64.0,53.0,64.0
1801,7,53,1.0,216.0,8.0,48.0
1802,17,11,20.0,168.0,71.0,17.0
1803,6,7,19.0,52.0,32.0,48.0
1804,18,49,13.0,333.0,88.0,16.0
1805,7,12,7.0,19.0,32.0,48.0
1806,19,81,7.0,507.0,17.0,51.0
1807,15,71,16.0,632.0,52.0,56.0
1808,6,23,8.0,62.0,40.0,80.0
1809,1,42,20.0,124.0,14.0,14.0
1810,10,38,20.0,96.0,74.0,84.0
1811,2,32,3.0,201.0,52.0,56.0
1812,18,23,16.0,186.0,35.0,40.0
1813,14,62,2.0,192.0,50.0,110.0
1814,4,31,3.0,130.0,8.0,56.0
1815,10,58,16.0,132.0,41.0,19.0
1816,13,34,16.0,100.0,23.0,115.0
1817,13,67,4.0,284.0,28.0,56.0
1818,14,8,14.0,44.0,41.0,47.0
1819,10,76,5.0,628.0,45.0,30.0
1820,7,18,15.0,204.0,7.0,42.0
1821,14,66,7.0,219.0,87.0,75.0
1822,15,78,5.0,166.0,65.0,10.0
1823,8,69,4.0,146.0,25.0,80.0
1824,8,52,16.0,272.0,59.0,116.0
1825,3,86,10.0,728.0,65.0,85.0
1826,1,6,0.0,18.0,29.0,54.0
1827,10,93,9.0,780.0,52.0,36.0
1828,15,82,7.0,267.0,56.0,24.0
1829,14,41,19.0,101.0,74.0,10.0
1830,18,64,16.0,576.0,48.0,72.0
1831,10,96,16.0,112.0,23.0,41.0
1832,11,94,12.0,424.0,61.0,12.0
1833,7,50,16.0,348.0,70.0,30.0
1834,3,41,5.0,87.0,9.0,18.0
1835,14,91,18.0,436.0,75.0,60.0
1836,15,81,14.0,380.0,62.0,16.0
1837,1,68,7.0,429.0,25.0,50.0
1838,11,98,18.0,464.0,31.0,39.0
1839,19,28,20.0,192.0,42.0,12.0
1840,20,58,20.0,234.0,72.0,48.0
1841,11,65,18.0,332.0,87.0,19.0
1842,5,34,0.0,68.0,75.0,30.0
1843,12,35,0.0,280.0,81.0,84.0
1844,19,97,10.0,321.0,24.0,24.0
1845,7,0,19.0,57.0,80.0,10.0
1846,5,92,5.0,756.0,70.0,60.0
1847,16,15,16.0,124.0,8.0,24.0
1848,8,96,13.0,218.0,15.0,105.0
1849,17,54,4.0,116.0,23.0,41.0
1850,15,50,9.0,218.0,80.0,40.0
1851,6,56,5.0,61.0,10.0,10.0
1852,4,37,2.0,76.0,28.0,104.0
1853,9,60,13.0,399.0,57.0,45.0
1854,19,89,14.0,768.0,10.0,90.0
1855,15,5,3.0,32.0,63.0,87.0
1856,17,60,5.0,130.0,47.0,94.0
1857,13,17,16.0,33.0,9.0,27.0
1858,6,33,20.0,258.0,19.0,114.0
1859,20,38,5.0,43.0,2.0,16.0
1860,13,94,13.0,321.0,59.0,55.0
1861,11,9,4.0,44.0,8.0,16.0
1862,9,83,11.0,177.0,29.0,116.0
1863,12,92,5.0,567.0,48.0,72.0
1864,9,18,15.0,153.0,39.0,75.0
1865,16,26,9.0,61.0,77.0,16.0
1866,6,60,5.0,195.0,5.0,20.0
1867,6,96,14.0,330.0,55.0,45.0
1868,17,12,8.0,60.0,59.0,114.0
1869,18,89,14.0,309.0,46.0,18.0
1870,5,0,2.0,4.0,11.0,77.0
1871,14,64,0.0,512.0,29.0,83.0
1872,19,100,11.0,211.0,61.0,18.0
1873,19,39,0.0,234.0,11.0,11.0
1874,8,70,0.0,280.0,6.0,48.0
1875,18,62,9.0,399.0,14.0,16.0
1876,6,20,0.0,80.0,71.0,88.0
1877,20,13,0.0,39.0,43.0,86.0
1878,9,17,16.0,132.0,80.0,40.0
1879,16,50,3.0,212.0,3.0,27.0
1880,5,59,10.0,69.0,50.0,30.0
1881,17,38,4.0,320.0,26.0,36.0
1882,1,94,18.0,448.0,61.0,12.0
1883,11,7,19.0,33.0,59.0,59.0
1884,6,100,12.0,424.0,58.0,116.0
1885,8,27,15.0,168.0,64.0,24.0
1886,15,26,9.0,183.0,88.0,16.0
1887,11,65,10.0,225.0,7.0,63.0
1888,15,81,20.0,202.0,31.0,14.0
1889,6,42,18.0,204.0,67.0,56.0
1890,13,90,9.0,378.0,90.0,30.0
1891,16,84,8.0,352.0,78.0,24.0
1892,6,34,11.0,45.0,27.0,42.0
1893,13,81,13.0,188.0,72.0,72.0
1894,16,35,6.0,82.0,51.0,48.0
1895,10,12,18.0,126.0,24.0,10.0
1896,8,38,4.0,240.0,89.0,116.0
1897,3,78,17.0,519.0,71.0,44.0
1898,15,37,2.0,228.0,58.0,54.0
1899,12,80,17.0,531.0,51.0,99.0
1900,3,4,11.0,38.0,1.0,16.0
1901,5,95,12.0,107.0,50.0,40.0
1902,17,91,11.0,579.0,23.0,18.0
1903,16,56,12.0,496.0,68.0,100.0
1904,6,80,18.0,712.0,81.0,81.0
1905,4,31,17.0,158.0,55.0,35.0
1906,1,12,17.0,29.0,8.0,24.0
1907,1,9,15.0,96.0,75.0,45.0
1908,18,30,8.0,204.0,49.0,27.0
1909,15,78,15.0,186.0,69.0,54.0
1910,4,46,13.0,177.0,19.0,114.0
1911,18,99,11.0,836.0,17.0,119.0
1912,4,28,13.0,276.0,29.0,87.0
1913,15,75,4.0,308.0,57.0,108.0
1914,19,96,8.0,200.0,76.0,64.0
1915,5,92,12.0,392.0,26.0,78.0
1916,15,48,3.0,102.0,57.0,39.0
1917,19,46,2.0,192.0,52.0,20.0
1918,11,93,5.0,382.0,3.0,15.0
1919,7,73,3.0,596.0,37.0,93.0
1920,2,75,6.0,81.0,57.0,108.0
1921,1,95,11.0,424.0,49.0,15.0
1922,1,76,5.0,157.0,77.0,25.0
1923,13,18,10.0,92.0,92.0,100.0
1924,9,80,0.0,320.0,88.0,16.0
1925,12,76,1.0,153.0,73.0,73.0
1926,6,75,6.0,324.0,45.0,60.0
1927,19,47,16.0,330.0,94.0,68.0
1928,6,63,14.0,140.0,26.0,88.0
1929,6,55,14.0,276.0,36.0,72.0
1930,15,67,7.0,222.0,80.0,40.0
1931,3,95,8.0,198.0,45.0,30.0
1932,1,0,16.0,16.0,21.0,21.0
1933,4,2,19.0,21.0,3.0,15.0
1934,3,19,1.0,78.0,28.0,76.0
1935,20,84,7.0,350.0,7.0,63.0
1936,14,7,12.0,52.0,39.0,39.0
1937,15,99,16.0,460.0,34.0,50.0
1938,14,77,19.0,96.0,19.0,51.0
1939,17,31,4.0,66.0,11.0,77.0
1940,1,34,9.0,43.0,67.0,14.0
1941,9,38,0.0,152.0,23.0,46.0
1942,18,54,8.0,124.0,69.0,36.0
1943,10,40,12.0,92.0,48.0,72.0
1944,7,42,18.0,60.0,86.0,18.0
1945,20,58,11.0,138.0,64.0,16.0
1946,8,86,10.0,728.0,75.0,105.0
1947,6,16,14.0,138.0,72.0,24.0
1948,10,67,20.0,87.0,18.0,42.0
1949,6,77,0.0,308.0,34.0,16.0
1950,19,6,15.0,81.0,2.0,12.0
1951,17,4,4.0,36.0,95.0,40.0
1952,1,58,11.0,508.0,2.0,14.0
1953,10,68,18.0,172.0,1.0,14.0
1954,6,39,15.0,108.0,29.0,58.0
1955,15,29,19.0,308.0,39.0,36.0
1956,3,74,0.0,148.0,23.0,41.0
1957,17,21,1.0,129.0,76.0,18.0
1958,7,27,17.0,284.0,37.0,93.0
1959,14,84,2.0,172.0,2.0,18.0
1960,19,2,8.0,20.0,9.0,27.0
1961,17,51,3.0,420.0,91.0,14.0
1962,3,47,14.0,122.0,77.0,59.0
1963,1,57,6.0,189.0,17.0,34.0
1964,8,8,13.0,63.0,88.0,88.0
1965,5,96,19.0,422.0,49.0,32.0
1966,3,1,16.0,54.0,59.0,59.0
1967,10,41,7.0,356.0,45.0,60.0
1968,12,22,14.0,72.0,2.0,16.0
1969,4,40,13.0,53.0,11.0,66.0
1970,11,97,16.0,630.0,42.0,18.0
1971,8,84,12.0,180.0,31.0,35.0
1972,20,29,10.0,272.0,2.0,18.0
1973,10,70,0.0,560.0,89.0,58.0
1974,8,34,20.0,264.0,42.0,42.0
1975,15,52,1.0,420.0,74.0,38.0
1976,6,96,0.0,96.0,71.0,71.0
1977,20,5,14.0,38.0,73.0,78.0
1978,17,27,4.0,31.0,74.0,112.0
1979,14,94,9.0,103.0,82.0,16.0
1980,19,19,9.0,188.0,95.0,15.0
1981,18,70,5.0,580.0,22.0,44.0
1982,5,54,6.0,60.0,0.0,10.0
1983,4,23,3.0,98.0,47.0,115.0
1984,10,17,2.0,57.0,19.0,95.0
1985,20,49,10.0,236.0,91.0,33.0
1986,6,19,9.0,188.0,74.0,56.0
1987,7,76,11.0,348.0,29.0,87.0
1988,11,59,5.0,123.0,55.0,35.0
1989,9,5,6.0,22.0,7.0,42.0
1990,13,42,2.0,344.0,53.0,92.0
1991,10,30,0.0,30.0,15.0,105.0
1992,3,72,0.0,72.0,61.0,12.0
1993,20,71,19.0,270.0,66.0,36.0
1994,4,6,0.0,12.0,21.0,63.0
1995,3,67,14.0,296.0,8.0,40.0
1996,9,52,7.0,444.0,52.0,20.0
1997,7,30,1.0,124.0,40.0,40.0
1998,12,46,0.0,92.0,4.0,36.0
1999,14,41,2.0,129.0,53.0,53.0
2000,7,11,8.0,38.0,80.0,80.0
2001,12,15,5.0,80.0,56.0,56.0
2002,16,93,14.0,214.0,3.0,24.0
2003,5,16,16.0,128.0,2.0,14.0
2004,19,20,7.0,108.0,61.0,65.0
2005,5,9,2.0,44.0,54.0,108.0
2006,12,19,13.0,96.0,44.0,68.0
2007,12,54,14.0,68.0,84.0,84.0
2008,5,20,10.0,200.0,7.0,42.0
2009,16,60,18.0,276.0,54.0,84.0
2010,2,98,1.0,396.0,83.0,55.0
2011,13,79,18.0,704.0,6.0,42.0
2012,2,82,0.0,328.0,20.0,20.0
2013,9,95,1.0,96.0,16.0,64.0
2014,7,58,5.0,242.0,74.0,84.0
2015,16,9,1.0,20.0,81.0,84.0
2016,20,51,5.0,168.0,57.0,102.0
2017,17,13,9.0,35.0,44.0,88.0
2018,8,9,1.0,57.0,55.0,45.0
2019,15,69,11.0,298.0,65.0,40.0
2020,12,91,10.0,404.0,12.0,72.0
2021,13,4,7.0,30.0,48.0,96.0
2022,10,5,7.0,68.0,58.0,54.0
2023,6,15,12.0,84.0,1.0,11.0
2024,3,78,11.0,89.0,69.0,105.0
2025,2,43,4.0,180.0,55.0,110.0
2026,11,53,1.0,108.0,18.0,42.0
2027,9,79,0.0,632.0,4.0,32.0
2028,6,4,3.0,28.0,22.0,12.0
2029,1,53,14.0,67.0,47.0,63.0
2030,3,51,13.0,192.0,70.0,20.0
2031,10,62,5.0,67.0,63.0,63.0
2032,5,92,5.0,189.0,4.0,14.0
2033,14,18,0.0,108.0,68.0,12.0
2034,1,25,0.0,100.0,46.0,54.0
2035,4,57,4.0,472.0,40.0,10.0
2036,5,24,14.0,114.0,49.0,49.0
2037,12,7,19.0,104.0,17.0,119.0
2038,13,38,20.0,116.0,46.0,110.0
2039,17,96,18.0,630.0,44.0,12.0
2040,15,76,11.0,87.0,12.0,108.0
2041,3,51,0.0,204.0,49.0,15.0
2042,18,95,8.0,198.0,34.0,84.0
2043,16,9,6.0,96.0,22.0,12.0
2044,1,46,2.0,188.0,24.0,48.0
2045,1,54,2.0,330.0,5.0,35.0
2046,2,31,6.0,68.0,61.0,14.0
2047,4,51,13.0,192.0,72.0,96.0
2048,16,99,19.0,236.0,8.0,40.0
2049,18,63,6.0,528.0,38.0,108.0
2050,10,92,19.0,111.0,15.0,15.0
2051,20,41,16.0,196.0,68.0,64.0
2052,13,69,5.0,143.0,80.0,10.0
2053,18,18,15.0,153.0,68.0,68.0
2054,2,76,16.0,184.0,37.0,74.0
2055,7,55,17.0,72.0,5.0,15.0
2056,18,87,7.0,376.0,42.0,12.0
2057,18,21,14.0,35.0,7.0,35.0
2058,16,89,2.0,180.0,81.0,87.0
2059,9,37,13.0,174.0,86.0,104.0
2060,19,23,16.0,62.0,85.0,115.0
2061,17,21,5.0,52.0,52.0,14.0
2062,3,39,16.0,165.0,63.0,24.0
2063,19,5,19.0,72.0,0.0,10.0
2064,9,95,7.0,306.0,33.0,33.0
2065,7,65,13.0,312.0,17.0,16.0
2066,11,47,12.0,177.0,7.0,49.0
2067,2,65,6.0,142.0,73.0,15.0
2068,14,25,3.0,212.0,41.0,16.0
2069,10,40,10.0,270.0,3.0,24.0
2070,3,55,7.0,117.0,16.0,80.0
2071,19,80,19.0,297.0,82.0,94.0
2072,20,75,10.0,160.0,93.0,12.0
2073,6,37,5.0,42.0,54.0,72.0
2074,19,8,3.0,38.0,72.0,72.0
2075,19,98,1.0,394.0,46.0,18.0
2076,20,49,18.0,268.0,92.0,36.0
2077,5,89,4.0,728.0,17.0,119.0
2078,2,13,7.0,33.0,59.0,114.0
2079,13,90,2.0,546.0,64.0,72.0
2080,6,45,9.0,99.0,1.0,19.0
2081,2,39,1.0,160.0,46.0,18.0
2082,18,42,13.0,55.0,54.0,96.0
2083,13,11,11.0,22.0,73.0,73.0
2084,10,9,17.0,52.0,30.0,10.0
2085,1,75,4.0,308.0,46.0,18.0
2086,17,79,1.0,477.0,74.0,66.0
2087,13,19,3.0,66.0,40.0,80.0
2088,9,43,10.0,212.0,57.0,33.0
2089,17,66,5.0,142.0,60.0,60.0
2090,20,38,12.0,200.0,2.0,18.0
2091,7,35,12.0,82.0,24.0,48.0
2092,12,42,9.0,186.0,45.0,75.0
2093,10,45,0.0,180.0,50.0,110.0
2094,20,17,17.0,102.0,0.0,10.0
2095,15,59,3.0,242.0,36.0,108.0
2096,6,88,2.0,360.0,13.0,91.0
2097,14,18,16.0,52.0,36.0,72.0
2098,12,47,10.0,171.0,53.0,117.0
2099,6,3,1.0,16.0,0.0,10.0
2100,3,17,19.0,212.0,52.0,52.0
2101,2,39,5.0,44.0,40.0,40.0
2102,9,72,1.0,290.0,75.0,30.0
2103,6,80,20.0,720.0,76.0,108.0
2104,8,59,15.0,148.0,66.0,24.0
2105,11,11,8.0,120.0,46.0,46.0
2106,20,78,0.0,156.0,18.0,90.0
2107,10,25,11.0,244.0,59.0,51.0
2108,14,19,13.0,204.0,0.0,10.0
2109,1,50,6.0,212.0,81.0,87.0
2110,15,50,2.0,408.0,10.0,50.0
2111,14,17,5.0,78.0,60.0,60.0
2112,15,47,14.0,61.0,90.0,90.0
2113,5,64,3.0,524.0,67.0,109.0
2114,4,58,9.0,201.0,29.0,54.0
2115,13,9,6.0,48.0,39.0,111.0
2116,3,14,9.0,37.0,82.0,94.0
2117,9,71,15.0,314.0,38.0,26.0
2118,9,38,5.0,324.0,58.0,42.0
2119,16,88,12.0,100.0,71.0,88.0
2120,6,20,9.0,29.0,49.0,103.0
2121,8,88,6.0,182.0,3.0,27.0
2122,18,5,7.0,17.0,2.0,14.0
2123,19,17,6.0,160.0,85.0,15.0
2124,7,45,13.0,412.0,57.0,96.0
2125,16,73,1.0,147.0,38.0,108.0
2126,5,81,2.0,332.0,86.0,86.0
2127,17,43,18.0,208.0,67.0,109.0
2128,19,22,5.0,147.0,30.0,60.0
2129,9,63,9.0,540.0,19.0,114.0
2130,5,70,5.0,150.0,47.0,16.0
2131,8,25,13.0,76.0,71.0,22.0
2132,10,64,3.0,524.0,7.0,56.0
2133,14,17,5.0,22.0,21.0,69.0
2134,9,52,14.0,264.0,83.0,46.0
2135,10,40,4.0,44.0,69.0,87.0
2136,11,94,10.0,104.0,16.0,24.0
2137,5,58,8.0,372.0,52.0,108.0
2138,12,17,9.0,129.0,51.0,102.0
2139,2,60,5.0,65.0,25.0,80.0
2140,19,34,0.0,204.0,51.0,66.0
2141,15,56,14.0,210.0,72.0,48.0
2142,15,7,19.0,66.0,71.0,17.0
2143,15,42,13.0,194.0,83.0,55.0
2144,8,34,9.0,86.0,75.0,75.0
2145,4,26,17.0,207.0,73.0,31.0
2146,14,92,1.0,370.0,27.0,81.0
2147,9,2,20.0,44.0,33.0,12.0
2148,7,56,10.0,132.0,83.0,64.0
2149,18,47,4.0,196.0,66.0,24.0
2150,15,5,3.0,52.0,48.0,96.0
2151,13,93,9.0,204.0,2.0,14.0
2152,18,8,2.0,30.0,67.0,109.0
2153,14,64,12.0,152.0,12.0,108.0
2154,13,1,10.0,12.0,66.0,90.0
2155,14,37,10.0,252.0,1.0,11.0
2156,18,13,8.0,136.0,63.0,12.0
2157,6,12,15.0,78.0,2.0,16.0
2158,11,58,20.0,544.0,74.0,112.0
2159,14,43,18.0,183.0,88.0,16.0
2160,18,66,1.0,67.0,60.0,10.0
2161,1,32,0.0,128.0,61.0,63.0
2162,15,15,8.0,114.0,41.0,16.0
2163,14,69,4.0,284.0,43.0,61.0
2164,19,53,20.0,252.0,84.0,24.0
2165,8,30,14.0,74.0,61.0,63.0
2166,12,38,17.0,165.0,32.0,64.0
2167,8,27,18.0,135.0,9.0,72.0
2168,7,17,12.0,184.0,42.0,54.0
2169,11,96,7.0,309.0,2.0,12.0
2170,5,42,11.0,106.0,36.0,12.0
2171,17,78,6.0,324.0,19.0,114.0
2172,8,26,0.0,156.0,27.0,108.0
2173,15,39,5.0,249.0,65.0,75.0
2174,4,15,1.0,48.0,39.0,72.0
2175,10,82,8.0,360.0,90.0,90.0
2176,5,74,20.0,94.0,42.0,90.0
2177,8,47,2.0,384.0,75.0,15.0
2178,1,75,3.0,459.0,54.0,30.0
2179,13,5,11.0,16.0,59.0,57.0
2180,2,57,4.0,354.0,37.0,28.0
2181,8,58,13.0,516.0,85.0,80.0
2182,3,2,17.0,19.0,30.0,10.0
2183,5,20,17.0,37.0,25.0,25.0
2184,1,12,4.0,28.0,76.0,96.0
2185,4,96,4.0,300.0,49.0,27.0
2186,4,69,1.0,280.0,69.0,72.0
2187,18,13,14.0,27.0,79.0,35.0
2188,18,60,14.0,402.0,36.0,48.0
2189,12,65,1.0,393.0,7.0,21.0
2190,8,47,6.0,159.0,19.0,57.0
2191,20,52,12.0,464.0,33.0,78.0
2192,4,85,12.0,388.0,21.0,21.0
2193,16,78,11.0,668.0,13.0,65.0
2194,8,31,4.0,132.0,66.0,90.0
2195,16,45,4.0,188.0,56.0,104.0
2196,9,6,8.0,56.0,78.0,30.0
2197,19,90,6.0,288.0,26.0,104.0
2198,10,48,6.0,204.0,67.0,28.0
2199,15,67,14.0,81.0,39.0,33.0
2200,2,57,20.0,231.0,32.0,40.0
2201,14,49,2.0,102.0,83.0,83.0
2202,18,9,0.0,18.0,66.0,78.0
2203,4,23,8.0,124.0,42.0,96.0
2204,1,96,15.0,621.0,40.0,80.0
2205,9,62,2.0,252.0,71.0,93.0
2206,15,62,6.0,260.0,52.0,104.0
2207,17,18,5.0,41.0,10.0,60.0
2208,16,44,20.0,216.0,78.0,30.0
2209,20,74,8.0,468.0,33.0,78.0
2210,5,14,13.0,54.0,86.0,54.0
2211,13,67,10.0,154.0,28.0,104.0
2212,14,74,20.0,376.0,66.0,36.0
2213,13,19,8.0,184.0,37.0,19.0
2214,19,75,13.0,652.0,97.0,33.0
2215,4,49,1.0,297.0,65.0,105.0
2216,14,82,18.0,100.0,11.0,11.0
2217,1,48,4.0,208.0,62.0,14.0
